Timestamp,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh)
55:35.6,Autumn,13.07,52.11,15.86,662.1,27,0.21,9.15
55:35.6,Autumn,17.87,32.77,12.17,579.84,48,0.24,15.43
55:35.6,Autumn,18.2,44.52,12.39,901.07,19,0.11,5.56
55:35.6,Autumn,15.76,30.06,19.63,829.28,15,0.22,11.57
55:35.6,Autumn,20,66.64,17.97,185.13,28,0.16,9.75
55:35.6,Autumn,12.41,52.73,1.94,136.14,44,0.2,13.05
55:35.6,Autumn,11.87,35.7,17.8,306.17,44,0.18,16.39
55:35.6,Autumn,12.31,34.84,13.24,361.22,14,0.11,7.9
55:35.6,Autumn,13.27,31.96,19.98,370.25,36,0.11,8.91
55:35.6,Autumn,11.9,68.87,10.26,770.2,25,0.13,11.75
55:35.6,Autumn,19.67,77.73,10.69,463.11,46,0.09,10.09
55:35.6,Autumn,15.73,30.15,10.57,928.42,12,0.11,9.09
55:35.6,Autumn,10.12,32.97,9.5,527.21,20,0.08,10
55:35.6,Autumn,18.45,52.63,9.15,247.15,26,0.14,6.93
55:35.6,Autumn,12.07,60.64,5.97,95,16,0.06,16.39
55:35.6,Autumn,18.82,38.51,14.49,514.43,20,0.06,12.55
55:35.6,Autumn,10.02,59.29,11.89,408.92,20,0.12,13.19
55:35.6,Autumn,16.71,63.19,6.42,229.4,22,0.15,12.84
55:35.6,Autumn,19.52,56.19,7.34,361.49,26,0.15,7.19
55:35.6,Autumn,17.72,37.95,8.19,705.07,28,0.14,10.71
55:35.6,Autumn,11.66,47.36,17.6,702.35,152,0.28,10.13
55:35.6,Autumn,17.73,78.62,3.88,491.6,175,0.22,8.46
55:35.6,Autumn,19.44,75.6,0.11,209.25,160,0.11,12.01
55:35.6,Autumn,19.57,62.81,11.83,372.2,65,0.28,9.78
55:35.6,Autumn,12.51,79.8,5.56,60.27,160,0.12,11.23
55:35.6,Autumn,18.75,44.98,14.04,497.14,140,0.18,15.12
55:35.6,Autumn,11.74,40.03,18.21,312.48,80,0.16,10.67
55:35.6,Autumn,14.43,55.28,17.85,182.47,70,0.14,12.48
55:35.6,Autumn,13.03,47.79,11.24,397.96,171,0.14,14.02
55:35.6,Autumn,16.17,76.52,3.28,705.78,90,0.12,13.58
55:35.6,Autumn,15.19,52.11,7.77,362.16,168,0.19,11.06
55:35.6,Autumn,17.76,45.39,3.44,151.27,25,0.21,5.98
55:35.6,Autumn,16.18,52.84,7.47,88.45,27,0.14,6.26
55:35.6,Autumn,14.05,79.16,18.51,864.95,7,0.08,11.75
55:35.6,Autumn,15.51,79.68,10.85,610.95,29,0.15,8.92
55:35.6,Autumn,19.57,50.07,9.16,179.08,15,0.14,7.97
55:35.6,Autumn,16.35,56.95,9.81,931.03,5,0.11,5.06
55:35.6,Autumn,13.81,74.35,10.25,749.14,14,0.12,11.13
55:35.6,Autumn,12.27,63.52,17.8,751.25,7,0.14,14.25
55:35.6,Autumn,18.62,46.63,5.59,313.35,21,0.08,6.69
55:35.6,Autumn,20,58.09,15.02,542.96,6,0.09,7.78
55:35.6,Autumn,18.08,70.73,3.29,167.55,23,0.11,8.61
55:35.6,Autumn,17.65,61.6,7.83,569.51,8,0.11,7.28
55:35.6,Autumn,11.92,66.21,19.02,355.47,24,0.08,6.79
55:35.6,Autumn,19.06,54.15,11.67,47.71,65,0.17,12.39
55:35.6,Autumn,17.66,69.44,11.97,396.42,153,0.23,10.6
55:35.6,Autumn,17.42,66.28,7.73,207.22,99,0.25,16.75
55:35.6,Autumn,19.76,56.67,5.52,442.93,154,0.18,13.27
55:35.6,Autumn,15.87,47.96,14.83,946.64,102,0.2,9.96
55:35.6,Autumn,14.6,53.47,1.61,29.88,169,0.26,10.07
55:35.6,Autumn,14.37,69.19,8.72,114.06,191,0.24,18.35
55:35.6,Autumn,16.07,40.28,3.31,260.25,172,0.28,14.97
55:35.6,Autumn,19.54,50.65,19.56,60.2,86,0.12,14.34
55:35.6,Autumn,16.61,52.76,14.36,867.91,92,0.2,12.16
55:35.6,Autumn,10.52,74.4,2.82,92.45,155,0.21,18.79
55:35.6,Autumn,15.41,73.47,16.78,982.09,12,0.22,3.99
55:35.6,Autumn,15.14,35.39,5,294.99,8,0.23,13.04
55:35.6,Autumn,14.26,36.45,6.64,1.71,5,0.08,6.43
55:35.6,Autumn,15.89,38.47,3.65,969.35,26,0.07,11.78
55:35.6,Autumn,13.11,78.33,8.28,87.42,19,0.14,16.02
55:35.6,Autumn,14.1,44,1.81,35.97,18,0.14,13.29
55:35.6,Autumn,14.37,60.11,17.04,862.36,8,0.06,6.87
55:35.6,Autumn,18.99,69.93,6.03,655.21,7,0.09,10.42
55:35.6,Autumn,18.76,68.86,4.88,333,6,0.14,6.35
55:35.6,Autumn,10.75,66.89,1.66,842.48,30,0.1,13.87
55:35.6,Autumn,18.8,65.09,13.47,246.25,18,0.09,16.28
55:35.6,Autumn,14.03,41,18.21,540.63,10,0.09,11.81
55:35.6,Autumn,14.45,75.45,4.86,241.42,19,0.06,7.3
55:35.6,Autumn,18.77,77.32,5.39,714.39,118,0.16,9.21
55:35.6,Autumn,13.4,43.09,2.31,416.29,157,0.28,17.81
55:35.6,Autumn,12.85,70.39,7.21,404.22,124,0.13,11.62
55:35.6,Autumn,16.32,65.99,3.03,869.91,54,0.12,8.54
55:35.6,Autumn,15.32,33.1,8.37,286.72,144,0.26,14.71
55:35.6,Autumn,14.66,44.29,0.41,821.77,126,0.24,14.82
55:35.6,Autumn,17.55,59.91,14.35,112.92,188,0.15,11.16
55:35.6,Autumn,18.36,31.65,14.2,351.3,153,0.27,11.32
55:35.6,Autumn,14,58.91,14.23,98.99,146,0.28,13.77
55:35.6,Autumn,13.62,32.43,12.89,815.72,196,0.14,16.87
55:35.6,Autumn,19.42,70.19,0.86,363.04,146,0.3,10.32
55:35.6,Autumn,11.67,53.74,13.06,530.9,12,0.14,14.99
55:35.6,Autumn,15.89,46.06,1.6,613.61,24,0.27,10.94
55:35.6,Autumn,14.88,37.87,10.21,384.22,10,0.1,6.24
55:35.6,Autumn,13.86,69.84,17.08,392.18,29,0.13,13.85
55:35.6,Autumn,11.72,49.7,4,707,30,0.06,10.34
55:35.6,Autumn,13.64,51.11,1.86,172.64,22,0.14,9.22
55:35.6,Autumn,15.04,73.79,13.18,622.05,8,0.07,7.62
55:35.6,Autumn,16.14,70.19,6.07,338.18,9,0.09,7.45
55:35.6,Autumn,16.89,68.41,13.19,825.94,23,0.12,4.54
55:35.6,Autumn,16.12,48.24,18.57,532.8,19,0.08,5.98
55:35.6,Autumn,15.84,47.6,19,264.11,19,0.06,10.69
55:35.6,Autumn,17.36,48.01,13.67,52.17,12,0.12,15.14
55:35.6,Autumn,10.47,34.08,12.04,576.93,27,0.09,9.28
55:35.6,Autumn,15.81,54.27,0.78,765.15,64,0.13,11.95
55:35.6,Autumn,19.42,53.79,13.26,93.14,73,0.26,11.01
55:35.6,Autumn,11.71,67.73,16.58,148,111,0.12,17.24
55:35.6,Autumn,13.69,33.89,6.65,14.63,184,0.11,16.06
55:35.6,Autumn,18.29,77.4,0.56,793.91,75,0.28,10.08
55:35.6,Autumn,18.01,65.26,6.55,8.23,200,0.28,10.02
55:35.6,Autumn,13.63,62.63,6.52,360.64,108,0.17,17.65
55:35.6,Autumn,11.21,73.06,14.1,385.13,111,0.14,11.47
55:35.6,Autumn,19.88,39.33,13.48,921.08,131,0.23,7
55:35.6,Autumn,18.48,67.9,12.19,266.16,144,0.28,18.33
55:35.6,Autumn,14.43,34.36,12.66,539.57,200,0.11,10.22
55:35.6,Autumn,14.86,41.27,8.14,854.13,6,0.27,7.31
55:35.6,Autumn,16.69,71.42,19.35,791.87,23,0.12,6.5
55:35.6,Autumn,18.29,59.08,7.51,714.27,9,0.13,13.45
55:35.6,Autumn,15.04,34.65,4.13,669.86,6,0.06,8.2
55:35.6,Autumn,14.01,30.23,17.02,534.09,28,0.1,11.44
55:35.6,Autumn,13.49,64.85,15.09,906.31,7,0.14,8.01
55:35.6,Autumn,10.58,40.39,19.96,260.75,20,0.1,8.38
55:35.6,Autumn,18.14,56.1,8.97,546.93,7,0.09,6.99
55:35.6,Autumn,19.7,38.4,17.63,790.53,6,0.11,5.67
55:35.6,Autumn,15.57,70.02,12.42,303.83,23,0.08,15.39
55:35.6,Autumn,14.74,38.24,0.31,155.77,20,0.06,7.65
55:35.6,Autumn,16.04,36.2,3.74,158.78,29,0.09,6.18
55:35.6,Autumn,14.18,72.44,9.95,99.5,9,0.1,6.38
55:35.6,Autumn,17.73,76.91,18.56,351.37,119,0.3,15.1
55:35.6,Autumn,11.62,71.45,12.93,49,163,0.27,18.08
55:35.6,Autumn,14.49,77.14,10.95,172.31,193,0.15,16.96
55:35.6,Autumn,11.2,72.38,11.53,818.1,183,0.2,16.67
55:35.6,Autumn,10.24,66.64,5.21,521.72,129,0.16,8.86
55:35.6,Autumn,11.17,30.71,5.31,569.14,195,0.23,15.45
55:35.6,Autumn,16.94,79.29,9.46,70.84,149,0.21,12.68
55:35.6,Autumn,12.75,78.82,0.56,757.05,81,0.25,15.7
55:35.6,Autumn,18.57,56.76,16.49,787.04,161,0.12,18.16
55:35.6,Autumn,16.66,61,19.7,889.37,127,0.22,13.41
55:35.6,Autumn,18.17,51.75,0.03,424.45,88,0.15,10.74
55:35.6,Autumn,15.58,51.73,3.61,294.73,11,0.21,6.56
55:35.6,Autumn,10.8,50.96,14.51,113.17,21,0.17,16.67
55:35.6,Autumn,10.9,44.23,10.04,139.51,27,0.05,16.79
55:35.6,Autumn,18.63,69.07,9.36,678.03,27,0.11,8.86
55:35.6,Autumn,11.9,68.11,8.75,469.86,28,0.06,14.42
55:35.6,Autumn,19.94,34.54,19.11,481.98,16,0.06,10.37
55:35.6,Autumn,12.03,41.63,0.41,531.46,15,0.11,13.3
55:35.6,Autumn,15.95,59.17,14.53,671.11,27,0.09,11.13
55:35.6,Autumn,13.56,30.5,0.37,420.96,24,0.12,10.49
55:35.6,Autumn,18.78,32.68,10.29,805.73,45,0.07,14.16
55:35.6,Autumn,15.99,79.09,0.61,527.39,22,0.06,11.78
55:35.6,Autumn,16.01,32.26,2.05,755.09,50,0.14,13.41
55:35.6,Autumn,14.35,60.77,19.28,271.27,8,0.05,10.75
55:35.6,Autumn,19.03,78.21,5.14,966.01,5,0.26,5.63
55:35.6,Autumn,15.68,78.35,0.54,464.48,27,0.21,5.57
55:35.6,Autumn,16.19,55.18,6.72,327.82,18,0.25,10.66
55:35.6,Autumn,15.77,58.29,18.99,954.1,10,0.26,11.24
55:35.6,Autumn,10.29,33.51,12.05,255.04,49,0.18,9.61
55:35.6,Autumn,19.75,76.96,3.02,717.28,41,0.2,7.92
55:35.6,Autumn,17.5,41.65,11.11,829.3,27,0.21,8.69
55:35.6,Autumn,17.73,60.05,19.15,153.24,27,0.17,8.79
55:35.6,Autumn,11.01,61.42,8.28,64.98,38,0.3,6.51
55:35.6,Autumn,14.5,62.37,17.8,947.16,47,0.15,12.1
55:35.6,Autumn,18.94,34.45,14.1,653.12,30,0.22,8.05
55:35.6,Autumn,12.82,57.43,17.53,668.15,24,0.13,13.01
55:35.6,Autumn,13.09,51.21,16.16,196.89,16,0.13,13.54
55:35.6,Autumn,10.67,73.82,6.27,725.94,39,0.12,5.48
55:35.6,Autumn,18.8,74.83,12.07,514.28,30,0.06,11.37
55:35.6,Autumn,17.32,60.25,17.55,402.75,11,0.1,11.22
55:35.6,Autumn,14.95,74.54,2.39,617.49,18,0.13,15.55
55:35.6,Autumn,18.15,69.28,0.1,809.34,6,0.1,4.42
55:35.6,Autumn,17.39,35.45,13.4,695.33,17,0.1,6.73
55:35.6,Autumn,16.11,40.94,13.97,831.53,12,0.1,10.07
55:35.6,Autumn,19.87,47.41,17.15,667.79,21,0.08,8.35
55:35.6,Autumn,18.3,45.38,3.35,179.92,36,0.06,9.74
55:35.6,Autumn,15.55,64.16,0.46,632.98,30,0.06,6.77
55:35.6,Autumn,15.02,49.63,7.04,138.04,32,0.05,12.39
55:35.6,Autumn,11.98,37.56,3.3,741.17,19,0.12,12.48
55:35.6,Autumn,10.36,77.28,10.97,958.95,44,0.25,7.18
55:35.6,Autumn,16.06,64.16,15.15,630.42,17,0.26,12.12
55:35.6,Autumn,17.4,36.9,9.61,700.08,49,0.24,14.78
55:35.6,Autumn,13.31,61.46,15.64,984.17,25,0.22,6.31
55:35.6,Autumn,11.24,43.18,19.68,271.46,21,0.18,12.07
55:35.6,Autumn,16.6,57.4,16.26,422.49,45,0.22,9.97
55:35.6,Autumn,16.09,51.67,6.96,976.64,28,0.21,8.84
55:35.6,Autumn,10.56,32.39,9,785.24,37,0.12,13.87
55:35.6,Autumn,14.66,66.25,6.01,343.19,38,0.1,14.27
55:35.6,Autumn,10.03,78.34,18.33,198.63,14,0.18,9.06
55:35.6,Autumn,13.64,75.16,8.39,60.19,27,0.15,11.83
55:35.6,Autumn,10.09,45.64,8.36,190.22,25,0.24,14.92
55:35.6,Autumn,13.96,41.6,18.35,906.65,41,0.12,13.86
55:35.6,Autumn,15.18,78.78,3.96,559.82,32,0.11,12.98
55:35.6,Autumn,13.72,70.26,1.62,501.22,5,0.15,13.47
55:35.6,Autumn,18.06,60.48,16.11,507.57,12,0.11,12.77
55:35.6,Autumn,12.89,63.87,12.86,881.47,26,0.08,8.49
55:35.6,Autumn,10.3,72.97,7.49,180.8,17,0.1,15.1
55:35.6,Autumn,19.4,73.54,9.09,581.4,10,0.13,12.31
55:35.6,Autumn,12.59,51.55,16.88,392.87,12,0.13,7.04
55:35.6,Autumn,14.23,76.9,17.61,754.19,29,0.14,11.54
55:35.6,Autumn,19.68,60.75,19.67,528.06,9,0.12,11.04
55:35.6,Autumn,16.04,47.75,1.5,383.21,20,0.09,14.47
55:35.6,Autumn,11.85,64.44,6.85,727.39,158,0.24,10.36
55:35.6,Autumn,19.67,38.3,17.93,850.89,81,0.2,12.07
55:35.6,Autumn,11.66,59.51,7.87,885.13,109,0.26,7.61
55:35.6,Autumn,11.34,50.48,5.34,477.97,172,0.23,12.65
55:35.6,Autumn,13.42,66.13,10.39,744.66,151,0.28,14
55:35.6,Autumn,16.05,54.96,18.81,166.98,149,0.23,12.78
55:35.6,Autumn,19.93,32.09,8.05,916.31,128,0.16,7.84
55:35.6,Autumn,17.56,46.84,18.61,220.43,114,0.1,8.22
55:35.6,Autumn,16.75,71.92,4.27,173.24,96,0.11,11.72
55:35.6,Autumn,19.41,65.33,17.12,959.76,132,0.16,8.3
55:35.6,Autumn,11.66,63.6,12.75,748.23,77,0.19,9.91
55:35.6,Autumn,18.22,55.38,18.83,639.65,12,0.16,13.48
55:35.6,Autumn,13.7,48.86,0.62,459.71,5,0.12,7.04
55:35.6,Autumn,15.78,65.02,16.69,526.29,29,0.13,6.58
55:35.6,Autumn,12.76,66.19,16.87,300.96,14,0.15,9.9
55:35.6,Autumn,14.24,57.72,10.62,860.86,11,0.09,12.89
55:35.6,Autumn,17.61,65.49,8.23,48.44,9,0.06,8.1
55:35.6,Autumn,10.13,31.11,13.95,672.08,25,0.09,5.62
55:35.6,Autumn,10.42,78.87,14.85,4.52,8,0.15,10.18
55:35.6,Autumn,13.26,77.86,3.58,946.42,24,0.05,10.98
55:35.6,Autumn,14.35,55.71,4.88,607.54,24,0.07,7
55:35.6,Autumn,12.4,51.05,12.65,256.71,7,0.15,8.19
55:35.6,Autumn,18.28,48.79,9.49,765.26,8,0.12,13.09
55:35.6,Autumn,12.32,35.24,12.57,289.38,8,0.1,15.49
55:35.6,Autumn,15.44,47.7,17.77,968.75,159,0.14,13.8
55:35.6,Autumn,11.88,69.44,17.9,731.51,153,0.15,15.79
55:35.6,Autumn,16.36,63.89,9.48,58.66,84,0.11,15.19
55:35.6,Autumn,17.86,78.9,5.99,557.67,174,0.2,16.69
55:35.6,Autumn,17.4,66.13,0.7,260.42,128,0.18,9.45
55:35.6,Autumn,18.13,73.64,18.38,14.14,184,0.25,10.55
55:35.6,Autumn,13.33,60.89,18.98,338.96,116,0.14,9.95
55:35.6,Autumn,10.81,58.45,15.94,87.64,146,0.12,14.95
55:35.6,Autumn,15.48,43.13,14.55,193.36,77,0.24,15.24
55:35.6,Autumn,19.27,49.47,8,126.54,118,0.2,17.96
55:35.6,Autumn,10.79,74.06,9.81,505.43,193,0.15,15.65
55:35.6,Autumn,18.88,54.97,12.66,908.82,11,0.19,11.26
55:35.6,Autumn,15.97,76.08,10.18,905.46,20,0.29,12.52
55:35.6,Autumn,11.61,39.44,12.71,341.61,11,0.13,5.33
55:35.6,Autumn,14.98,78.05,16.97,113.84,24,0.12,13.91
55:35.6,Autumn,19.54,64.97,16.16,762.76,9,0.1,8.18
55:35.6,Autumn,14.9,70.6,14.01,590.36,11,0.06,4.57
55:35.6,Autumn,17.98,72.14,15.46,313.86,11,0.06,13.37
55:35.6,Autumn,13.6,50.89,2.51,280.39,11,0.14,13.7
55:35.6,Autumn,16.25,31.81,2.11,895.38,24,0.09,8.02
55:35.6,Autumn,18.37,44.41,7.57,775.61,24,0.14,11.51
55:35.6,Autumn,12.44,61.15,18.75,491.76,17,0.14,8.35
55:35.6,Autumn,17.36,68.57,17.45,495.34,29,0.1,15.18
55:35.6,Autumn,19.16,56.3,2.34,793.87,10,0.08,10.12
55:35.6,Autumn,19.32,40.82,6.75,847.21,138,0.23,6.86
55:35.6,Autumn,17.44,71.21,8.51,689.58,178,0.28,11.69
55:35.6,Autumn,16.15,59.44,8.93,194.82,152,0.12,17.55
55:35.6,Autumn,10.29,77.84,18.46,101.22,174,0.21,15.88
55:35.6,Autumn,16.88,62.36,8.15,6,75,0.11,7.59
55:35.6,Autumn,17.18,73.76,12.51,376.58,119,0.18,13.54
55:35.6,Autumn,17,55.38,9.44,478.81,73,0.29,11.59
55:35.6,Autumn,13.37,37.9,18.01,631.99,164,0.17,12.85
55:35.6,Autumn,10.81,79.71,15.65,83.92,156,0.22,18.84
55:35.6,Autumn,17.16,79.47,16.78,482.01,97,0.29,7.71
55:35.6,Autumn,11.77,61.19,17.42,180.25,137,0.19,9.9
55:35.6,Autumn,19.23,30.61,18.28,88.69,28,0.21,7.63
55:35.6,Autumn,12.76,68.03,19.86,685.82,24,0.26,11.5
55:35.6,Autumn,10.25,48.54,1.37,853.16,19,0.06,5.24
55:35.6,Autumn,12.48,33.64,0.92,100.13,17,0.15,14.55
55:35.6,Autumn,19.28,41.75,0.06,272.59,28,0.15,14.2
55:35.6,Autumn,19.68,44.51,12.53,735.17,11,0.11,4.43
55:35.6,Autumn,16.86,31.02,0.4,985.27,6,0.05,8.58
55:35.6,Autumn,16.57,39.37,5.35,896.54,27,0.14,5.93
55:35.6,Autumn,12.57,68.8,18.92,29.79,7,0.11,10.85
55:35.6,Autumn,13.93,35.34,19.73,606.39,27,0.07,9.77
55:35.6,Autumn,14.35,45.34,3.69,102.58,18,0.08,11.5
55:35.6,Autumn,19.89,59.65,16.78,836.2,12,0.12,13.71
55:35.6,Autumn,13.4,43.99,5.97,230.2,5,0.13,10.08
55:35.6,Autumn,14.75,37.68,14.52,379.11,127,0.18,17.76
55:35.6,Autumn,13.77,67.63,17.55,570.32,191,0.12,10.75
55:35.6,Autumn,15.55,38.42,12.39,399.03,149,0.27,17
55:35.6,Autumn,19.97,77.75,1.45,885.81,65,0.25,13.43
55:35.6,Autumn,13.15,73.99,11.93,90.63,52,0.25,10.84
55:35.6,Autumn,16.07,61.86,10.26,321.94,192,0.16,10.78
55:35.6,Autumn,19.74,67.91,7.01,755.72,63,0.12,6.22
55:35.6,Autumn,12.35,53.61,1.31,587.34,144,0.18,17.78
55:35.6,Autumn,19.34,65.3,0.5,736.95,124,0.27,12.1
55:35.6,Autumn,18.05,78.89,12.5,925.15,115,0.15,15.3
55:35.6,Autumn,15.03,77.76,11.45,123.84,83,0.16,17.84
55:35.6,Autumn,11.6,40.94,3.09,807.19,9,0.28,13.3
55:35.6,Autumn,11.81,34.79,7.42,371.83,13,0.21,10.7
55:35.6,Autumn,13.63,79.45,16.02,600.36,28,0.13,13.21
55:35.6,Autumn,11.52,50.79,15.33,380.35,8,0.09,5.08
55:35.6,Autumn,18.92,44.37,19.19,422.86,27,0.07,13.96
55:35.6,Autumn,18.13,35.53,8.66,442.82,28,0.05,8.56
55:35.6,Autumn,12.08,30.12,6.1,562.17,27,0.12,7.18
55:35.6,Autumn,15.53,55.53,5.57,838.16,7,0.1,14.38
55:35.6,Autumn,11.43,72.87,13.52,712.11,18,0.11,5.88
55:35.6,Autumn,17.42,32.31,17.89,872.08,24,0.09,14.98
55:35.6,Autumn,19.23,73.75,10.45,465.53,27,0.1,7.32
55:35.6,Autumn,14.59,71.76,8.66,925.14,29,0.13,12.79
55:35.6,Autumn,11.29,38.81,16.15,24.82,17,0.05,11.66
55:35.6,Autumn,13.61,51.17,5.7,528.28,97,0.2,9.8
55:35.6,Autumn,12,79.94,15.98,536.6,122,0.25,14.21
55:35.6,Autumn,11.47,30.85,13.99,747.81,99,0.26,9.82
55:35.6,Autumn,16.97,48.32,16.52,783.54,90,0.13,6.8
55:35.6,Autumn,14.36,46.12,8.76,148.58,100,0.29,14.47
55:35.6,Autumn,19.34,36.08,0.23,42.12,141,0.11,15.34
55:35.6,Autumn,12.11,56.76,0.92,783.31,158,0.11,18.15
55:35.6,Autumn,15.86,51.49,3.97,521.26,195,0.14,18.72
55:35.6,Autumn,13.92,44.69,3.42,229.8,131,0.21,18.13
55:35.6,Autumn,12.57,65.05,16.77,971.54,177,0.16,14.39
55:35.6,Autumn,13.92,70.88,13.34,714.3,156,0.1,12.61
55:35.6,Autumn,16.6,38.31,7.59,824.65,16,0.2,14.25
55:35.6,Autumn,16.3,69.9,2.9,360.05,17,0.19,12.77
55:35.6,Autumn,12.35,67.4,7.23,751.62,30,0.07,6.78
55:35.6,Autumn,11.2,49.98,8.43,755.19,25,0.12,5.96
55:35.6,Autumn,17.57,67.06,17.63,415.37,22,0.06,6.23
55:35.6,Winter,5.51,62.39,16.69,582.26,35,0.06,16.39
55:35.6,Winter,4.52,74.6,19.82,731.97,25,0.14,17.51
55:35.6,Winter,5.01,59.93,1.9,38.15,25,0.12,21.3
55:35.6,Winter,5.1,51.82,8.07,98.3,16,0.13,14.31
55:35.6,Winter,5.89,70.6,3.39,366.17,36,0.14,16.14
55:35.6,Winter,2.21,62.6,12.67,753.28,21,0.1,16.04
55:35.6,Winter,7.84,58.06,6.8,422.55,11,0.05,17.17
55:35.6,Winter,-0.23,74.36,1.52,944.38,17,0.08,18.43
55:35.6,Winter,-1.75,51.39,15.03,674.8,21,0.25,17.8
55:35.6,Winter,8.02,30.1,5.71,72.56,36,0.27,17.75
55:35.6,Winter,-1.12,79.34,9.71,599.29,24,0.22,13.97
55:35.6,Winter,-2.56,55.05,12.85,789.37,15,0.26,17.82
55:35.6,Winter,-4.17,43.06,6.78,64.9,29,0.17,14.61
55:35.6,Winter,1.87,47.6,2.02,692.19,23,0.27,14.27
55:35.6,Winter,-3.52,72.11,1.24,712.22,24,0.15,16.28
55:35.6,Winter,-1.52,55.12,16.71,735.85,50,0.28,20.67
55:35.6,Winter,-4.33,39.96,9.31,519.52,40,0.28,12.77
55:35.6,Winter,3.78,31.15,2.64,280.8,9,0.13,11.21
55:35.6,Winter,0.25,64.27,19.5,63.41,24,0.12,23.15
55:35.6,Winter,-3.72,53.63,2.26,495.45,15,0.18,12.72
55:35.6,Winter,3.09,65.12,17.01,807.51,13,0.13,12.53
55:35.6,Winter,-4.18,56.09,10.76,537.89,5,0.1,15.74
55:35.6,Winter,-0.82,49.8,3.47,273.77,18,0.06,22.56
55:35.6,Winter,3.49,50.75,2.94,753.82,48,0.07,11.09
55:35.6,Winter,-4.44,44.69,17.64,851.27,36,0.12,17.47
55:35.6,Winter,-2,66.46,0.49,63.44,43,0.07,15.67
55:35.6,Winter,3.38,40.11,10.69,602.38,11,0.14,12.85
55:35.6,Winter,7.3,44.2,10.8,145.56,7,0.07,9.38
55:35.6,Winter,4.06,77.35,7.83,201.34,26,0.06,17.8
55:35.6,Winter,0.49,77.76,14.7,166.9,41,0.06,17.6
55:35.6,Winter,2.05,78.01,3.73,183.96,6,0.14,10.43
55:35.6,Winter,5.64,42.86,16.49,578.27,19,0.12,15.03
55:35.6,Winter,2.49,33.12,8.61,398.3,8,0.23,17.83
55:35.6,Winter,2.91,37.83,15.13,588.8,22,0.19,11.04
55:35.6,Winter,6.21,38.6,4.15,37.82,38,0.16,20.48
55:35.6,Winter,-0.8,70.49,17.14,700.51,41,0.13,17.07
55:35.6,Winter,2.39,70.51,11.97,253.39,28,0.17,10.6
55:35.6,Winter,8.79,30.8,7.72,521.26,9,0.14,11.92
55:35.6,Winter,5.73,49.74,7.51,588.89,12,0.1,11.57
55:35.6,Winter,-4.36,58.17,12.69,878.67,7,0.12,20.6
55:35.6,Winter,2,65.1,8.33,603.1,19,0.22,17.4
55:35.6,Winter,2.29,77.71,16.16,24.81,14,0.3,19.72
55:35.6,Winter,8.9,56.69,6.68,302.42,28,0.17,9.23
55:35.6,Winter,0.86,59.12,12.62,771.27,17,0.12,18.75
55:35.6,Winter,-2.53,38.36,0.52,863.62,16,0.23,20.55
55:35.6,Winter,6.25,43.44,18.16,398.8,36,0.1,20.39
55:35.6,Winter,2.59,75.97,9.62,722.93,22,0.14,19.49
55:35.6,Winter,-0.11,70.98,0.42,131.24,29,0.1,12.75
55:35.6,Winter,6.64,50.29,11.09,540.63,23,0.08,11.43
55:35.6,Winter,-0.04,62.02,7.66,598.43,21,0.06,12.98
55:35.6,Winter,2.03,51.23,1.13,635.9,20,0.08,16.93
55:35.6,Winter,0.93,73.38,3.49,502.1,17,0.1,13.66
55:35.6,Winter,-4.4,59.96,19.16,617.79,16,0.12,10.96
55:35.6,Winter,8.64,33.17,11.27,681.21,8,0.11,13.59
55:35.6,Winter,4.68,62.97,0.31,701.23,25,0.13,10.1
55:35.6,Winter,-0.35,69.19,16.92,731.16,23,0.08,20.65
55:35.6,Winter,7.4,41.41,5.49,542.11,166,0.22,18.7
55:35.6,Winter,-0.76,55.16,3.37,419.18,143,0.24,16.46
55:35.6,Winter,3.19,33.6,17.07,312.03,156,0.29,20.6
55:35.6,Winter,-3.97,61.58,0.7,391.37,162,0.27,21.9
55:35.6,Winter,8.2,40.46,4.67,791.32,155,0.27,14.6
55:35.6,Winter,1.04,42.78,8.83,926.7,95,0.22,14.39
55:35.6,Winter,3.36,62.53,7.97,521.79,52,0.18,12.67
55:35.6,Winter,2.71,55.94,0.67,721.19,99,0.14,16.53
55:35.6,Winter,8.84,65.73,4.32,78.86,188,0.29,24.92
55:35.6,Winter,0.52,60.8,9.05,414.8,55,0.23,19.03
55:35.6,Winter,7.08,69.19,16.77,525.65,72,0.27,13.65
55:35.6,Winter,-1.69,41.31,8.69,203.45,26,0.27,15.69
55:35.6,Winter,1.87,33.33,7.88,456.17,8,0.19,18.21
55:35.6,Winter,1.97,78.31,9.57,91.56,16,0.06,16.25
55:35.6,Winter,-1.66,63.12,19.68,663.18,25,0.14,13.19
55:35.6,Winter,8.39,66.29,2.74,223.57,30,0.13,13.81
55:35.6,Winter,9.44,63.89,4.88,22.06,29,0.11,14.38
55:35.6,Winter,4.37,49.89,19.43,411.58,17,0.09,12.46
55:35.6,Winter,5.09,71.66,16.09,607.84,29,0.05,13.19
55:35.6,Winter,2.09,46.03,5.35,311.03,15,0.12,14.37
55:35.6,Winter,7.96,39.19,0.68,933.17,16,0.13,8.01
55:35.6,Winter,-0.37,61.31,7.49,276.08,6,0.1,12.31
55:35.6,Winter,8.11,42.09,8.78,857.69,6,0.13,9.56
